Q0	'Ndrangheta
Q12785	Militant (Ethiopia)
Q12786	Militant (Farabundo Martí National Liberation Front)
Q12787	Militant (France)
Q12788	Militant (Gambia)
Q12789	Militant (Germany)
Q12790	Militant (Greece)
Q12791	Militant (Haiti)
Q12792	Militant (Hamas)
Q12793	Militant (Hezbul Mujahedeen)
Q12794	Militant (Houthis)
Q12795	Militant (India)
Q12796	Militant (Indian Administered Kashmir)
Q12797	Militant (Indonesia)
Q12798	Militant (International)
Q12799	Militant (Iran)
Q12800	Militant (Iraq)
Q12801	Militant (Iraqi Kurds)
Q12802	Militant (Islamic Jihad)
Q12803	Militant (Islamic State of Iraq and the Levant)
Q12804	Militant (Israel)
Q12805	Militant (Italy)
Q12806	Militant (Jabhat al-Nusra)
Q12807	Militant (Jaish-e-Mohammad)
Q12808	Militant (Jordan)
Q12809	Militant (Kenya)
Q12810	Militant (Kosovo Liberation Army)
Q12811	Militant (Kurdistan Workers' Party)
Q12812	Militant (Lashkar-e-Taiba)
Q12813	Militant (Latvia)
Q12814	Militant (Lebanon)
Q12815	Militant (Libya)
Q12816	Militant (MPLA)
Q12817	Militant (Malaysia)
Q12818	Militant (Mali)
Q12819	Militant (Mexico)
Q12820	Militant (Morocco)
Q12821	Militant (Motilon)
Q12822	Militant (Movement for Socialism)
Q12823	Militant (Mozambique)
Q12824	Militant (Myanmar)
Q12825	Militant (Niger)
Q12826	Militant (Nigeria)
Q12827	Militant (Pakistan)
Q12828	Militant (Palestinian Territory, Occupied)
Q12829	Militant (Peru)
Q12830	Militant (Philippines)
Q12831	Militant (Russia)
Q12832	Militant (Sandinista National Liberation Front)
Q12833	Militant (Saudi Arabia)
Q12834	Militant (Senegal)
Q12835	Militant (Somalia)
Q12836	Militant (Spain)
Q12837	Militant (Sudan)
Q12838	Militant (Syria)
Q12839	Militant (Syrian Kurds)
Q12840	Militant (Tajikistan)
Q12841	Militant (Taliban)
Q12842	Militant (Tanzania)
Q12843	Militant (Tehrik-i-Taliban Pakistan)
Q12844	Militant (Togo)
Q12845	Militant (Tripura National Liberation Front)
Q12846	Militant (Tunisia)
Q12847	Militant (Turkey)
Q12848	Militant (Turkish Kurds)
Q12849	Militant (Uganda)
Q12850	Militant (Ukraine)
Q12851	Militant (United Kingdom)
Q12852	Militant (United Liberation Force of Assam)
Q12853	Militant (United States)
Q12854	Militant (Venezuela)
Q12855	Militant (Yemen)
Q12856	Military (Afghanistan)
Q12857	Military (Africa)
Q12858	Military (Albania)
Q12859	Military (Algeria)
Q12860	Military (Angola)
Q12861	Military (Argentina)
Q12862	Military (Australia)
Q12863	Military (Austria)
Q12864	Military (Azerbaijan)
Q12865	Military (Bahrain)
Q12866	Military (Bangladesh)
Q12867	Military (Belarus)
Q12868	Military (Belgium)
Q12869	Military (Benin)
Q12870	Military (Bolivia)
Q12871	Military (Bosnia and Herzegovina)
Q12872	Military (Botswana)
Q12873	Military (Brazil)
Q12874	Military (Bulgaria)
Q12875	Military (Burkina Faso)
Q12876	Military (Cambodia)
Q12877	Military (Cameroon)
Q12878	Military (Central African Republic)
Q12879	Military (Chad)
Q12880	Military (Chile)
Q12881	Military (China)
Q12882	Military (Colombia)
Q12883	Military (Comoros)
Q12884	Military (Costa Rica)
Q12885	Military (Cote d'Ivoire)
Q12886	Military (Crimea)
Q12887	Military (Croatia)
Q12888	Military (Cuba)
Q12889	Military (Czech Republic)
Q12890	Military (Denmark)
Q12891	Military (Dominican Republic)
Q12892	Military (Ecuador)
Q12893	Military (El Salvador)
Q12894	Military (Equatorial Guinea)
Q12895	Military (Eritrea)
Q12896	Military (Estonia)
Q12897	Military (Ethiopia)
Q12898	Military (Falkland Islands (Malvinas))
Q12899	Military (Fiji)
Q12900	Military (Finland)
Q12901	Military (France)
Q12902	Military (Gambia)
Q12903	Military (Georgia)
Q12904	Military (Germany)
Q12905	Military (Ghana)
Q12906	Military (Guatemala)
Q12907	Military (Guinea)
Q12908	Military (Haiti)
Q12909	Military (Hong Kong)
Q12910	Military (Iceland)
Q12911	Military (India)
Q12912	Military (Indian Administered Kashmir)
Q12913	Military (Indonesia)
Q12914	Military (International)
Q12915	Military (Iran)
Q12916	Military (Iraq)
Q12917	Military (Italy)
Q12918	Military (Japan)
Q12919	Military (Jordan)
Q12920	Military (Kazakhstan)
Q12921	Military (Kenya)
Q12922	Military (Kosovo)
Q12923	Military (Kuwait)
Q12924	Military (Kyrgyzstan)
Q12925	Military (Laos)
Q12926	Military (Latvia)
Q12927	Military (Lebanon)
Q12928	Military (Lithuania)
Q12929	Military (Macedonia)
Q12930	Military (Madagascar)
Q12931	Military (Malawi)
Q12932	Military (Malaysia)
Q12933	Military (Mali)
Q12934	Military (Malta)
Q12935	Military (Mauritania)
Q12936	Military (Mauritius)
Q12937	Military (Mexico)
Q12938	Military (Middle East)
Q12939	Military (Moldova)
Q12940	Military (Mongolia)
Q12941	Military (Morocco)
Q12942	Military (Mozambique)
Q12943	Military (Myanmar)
Q12944	Military (Nepal)
Q12945	Military (Netherlands)
Q12946	Military (New Zealand)
Q12947	Military (Nicaragua)
Q12948	Military (Niger)
Q12949	Military (Nigeria)
Q12950	Military (North Korea)
Q12951	Military (Norway)
Q12952	Military (Pakistan)
Q12953	Military (Palestinian Territory, Occupied)
Q12954	Military (Paraguay)
Q12955	Military (Persian Gulf)
Q12956	Military (Philippines)
Q12957	Military (Poland)
Q12958	Military (Portugal)
Q12959	Military (Puntland)
Q12960	Military (Qatar)
Q12961	Military (Republic of Artsakh)
Q12962	Military (Romania)
Q12963	Military (Russia)
Q12964	Military (Senegal)
Q12965	Military (Serbia)
Q12966	Military (Sierra Leone)
Q12967	Military (Singapore)
Q12968	Military (Slovakia)
Q12969	Military (Somalia)
Q12970	Military (South Korea)
Q12971	Military (South Sudan)
Q12972	Military (Sri Lanka)
Q12973	Military (Sweden)
Q12974	Military (Syria)
Q12975	Military (Taiwan)
Q12976	Military (Tajikistan)
Q12977	Military (Tanzania)
Q12978	Military (Thailand)
Q12979	Military (Togo)
Q12980	Military (Tunisia)
Q12981	Military (Turkey)
Q12982	Military (Turkmenistan)
Q12983	Military (Ukraine)
Q12984	Military (Unidentified State Actor)
Q12985	Military (United Kingdom)
Q12986	Military (United States)
Q12987	Military (Uruguay)
Q12988	Military (Uzbekistan)
Q12989	Military (Venezuela)
Q12990	Military (Vietnam)
Q12991	Military (Western Sahara)
Q12992	Military (Xinjiang Uyghur)
Q12993	Military (Zimbabwe)
Q12994	Military Academy (Algeria)
Q12995	Military Academy (India)
Q12996	Military Academy (Romania)
Q12997	Military Academy (Russia)
Q12998	Military Advisor (Afghanistan)
Q12999	Military Advisor (Chad)
Q13000	Military Advisor (China)
Q13001	Military Advisor (Colombia)
Q13002	Military Advisor (Congo)
Q13003	Military Advisor (Democratic Republic of Congo)
Q13004	Military Advisor (Dominican Republic)
Q13005	Military Advisor (Egypt)
Q13006	Military Advisor (Guinea)
Q13007	Military Advisor (India)
Q13008	Military Advisor (Israel)
Q13009	Military Advisor (Lebanon)
Q13010	Military Advisor (Mali)
Q13011	Military Advisor (Morocco)
Q13012	Military Advisor (Myanmar)
Q13013	Military Advisor (Nigeria)
Q13014	Military Advisor (Peru)
Q13015	Military Advisor (Philippines)
Q13016	Military Advisor (Russia)
Q13017	Military Advisor (South Korea)
Q13018	Military Advisor (Venezuela)
Q13019	Military Emergencies Unit
Q13020	Military Intelligence (Bulgaria)
Q13021	Military Intelligence (Democratic Republic of Congo)
Q13022	Military Intelligence (Iraq)
Q13023	Military Intelligence (Israel)
Q13024	Military Intelligence (North Korea)
Q13025	Military Intelligence (Philippines)
Q13026	Military Intelligence (Russia)
Q13027	Military Intelligence (Uganda)
Q13028	Military Intelligence Service
Q13029	Military Judge (Brazil)
Q13030	Military Judge (Burkina Faso)
Q13031	Military Judge (Canada)
Q13032	Military Judge (Democratic Republic of Congo)
Q13033	Military Judge (Equatorial Guinea)
Q13034	Military Judge (Jordan)
Q13035	Military Judge (Lebanon)
Q13036	Military Judge (Libya)
Q13037	Military Judge (Tunisia)
Q13038	Military Personnel (Afghanistan)
Q13039	Military Personnel (Algeria)
Q13040	Military Personnel (Angola)
Q13041	Military Personnel (Argentina)
Q13042	Military Personnel (Armenia)
Q13043	Military Personnel (Australia)
Q13044	Military Personnel (Azerbaijan)
Q13045	Military Personnel (Bahrain)
Q13046	Military Personnel (Bangladesh)
Q13047	Military Personnel (Belarus)
Q13048	Military Personnel (Benin)
Q13049	Military Personnel (Bolivia)
Q13050	Military Personnel (Bosnia and Herzegovina)
Q13051	Military Personnel (Brazil)
Q13052	Military Personnel (Burkina Faso)
Q13053	Military Personnel (Burundi)
Q13054	Military Personnel (Cambodia)
Q13055	Military Personnel (Cameroon)
Q13056	Military Personnel (Canada)
Q13057	Military Personnel (Central African Republic)
Q13058	Military Personnel (Chad)
Q13059	Military Personnel (Chile)
Q13060	Military Personnel (China)
Q13061	Military Personnel (Colombia)
Q13062	Military Personnel (Comoros)
Q13063	Military Personnel (Congo)
Q13064	Military Personnel (Cote d'Ivoire)
Q13065	Military Personnel (Croatia)
Q13066	Military Personnel (Cuba)
Q13067	Military Personnel (Democratic Republic of Congo)
Q13068	Military Personnel (Ecuador)
Q13069	Military Personnel (Egypt)
Q13070	Military Personnel (El Salvador)
Q13071	Military Personnel (Eritrea)
Q13072	Military Personnel (Estonia)
Q13073	Military Personnel (Ethiopia)
Q13074	Military Personnel (Fiji)
Q13075	Military Personnel (France)
Q13076	Military Personnel (Gabon)
Q13077	Military Personnel (Gambia)
Q13078	Military Personnel (Georgia)
Q13079	Military Personnel (Germany)
Q13080	Military Personnel (Ghana)
Q13081	Military Personnel (Greece)
Q13082	Military Personnel (Guatemala)
Q13083	Military Personnel (Guyana)
Q13084	Military Personnel (Hong Kong)
Q13085	Military Personnel (India)
Q13086	Military Personnel (Indonesia)
Q13087	Military Personnel (Iran)
Q13088	Military Personnel (Iraq)
Q13089	Military Personnel (Israel)
Q13090	Military Personnel (Italy)
Q13091	Military Personnel (Japan)
Q13092	Military Personnel (Jordan)
Q13093	Military Personnel (Kazakhstan)
Q13094	Military Personnel (Kenya)
Q13095	Military Personnel (Kyrgyzstan)
Q13096	Military Personnel (Latvia)
Q13097	Military Personnel (Lebanon)
Q13098	Military Personnel (Lesotho)
Q13099	Military Personnel (Liberia)
Q13100	Military Personnel (Libya)
Q13101	Military Personnel (Lithuania)
Q13102	Military Personnel (Madagascar)
Q13103	Military Personnel (Malaysia)
Q13104	Military Personnel (Mali)
Q13105	Military Personnel (Mauritania)
Q13106	Military Personnel (Mauritius)
Q13107	Military Personnel (Mexico)
Q13108	Military Personnel (Moldova)
Q13109	Military Personnel (Mongolia)
Q13110	Military Personnel (Mozambique)
Q13111	Military Personnel (Myanmar)
Q13112	Military Personnel (Namibia)
Q13113	Military Personnel (New Zealand)
Q13114	Military Personnel (Nicaragua)
Q13115	Military Personnel (Niger)
Q13116	Military Personnel (Nigeria)
Q13117	Military Personnel (North Korea)
Q13118	Military Personnel (Pakistan)
Q13119	Military Personnel (Palestinian Territory, Occupied)
Q13120	Military Personnel (Paraguay)
Q13121	Military Personnel (Peru)
Q13122	Military Personnel (Philippines)
Q13123	Military Personnel (Poland)
Q13124	Military Personnel (Qatar)
Q13125	Military Personnel (Romania)
Q13126	Military Personnel (Russia)
Q13127	Military Personnel (Rwanda)
Q13128	Military Personnel (Saudi Arabia)
Q13129	Military Personnel (Senegal)
Q13130	Military Personnel (Serbia)
Q13131	Military Personnel (Seychelles)
Q13132	Military Personnel (Singapore)
Q13133	Military Personnel (Somalia)
Q13134	Military Personnel (South Africa)
Q13135	Military Personnel (South Korea)
Q13136	Military Personnel (South Sudan)
Q13137	Military Personnel (Spain)
Q13138	Military Personnel (Sri Lanka)
Q13139	Military Personnel (Sudan)
Q13140	Military Personnel (Syria)
Q13141	Military Personnel (Taiwan)
Q13142	Military Personnel (Tajikistan)
Q13143	Military Personnel (Tanzania)
Q13144	Military Personnel (Thailand)
Q13145	Military Personnel (Togo)
Q13146	Military Personnel (Tunisia)
Q13147	Military Personnel (Turkey)
Q13148	Military Personnel (Turkmenistan)
Q13149	Military Personnel (Uganda)
Q13150	Military Personnel (Ukraine)
Q13151	Military Personnel (United Arab Emirates)
Q13152	Military Personnel (United Kingdom)
Q13153	Military Personnel (United States)
Q13154	Military Personnel (Uruguay)
Q13155	Military Personnel (Uzbekistan)
Q13156	Military Personnel (Venezuela)
Q13157	Military Personnel (Vietnam)
Q13158	Military Personnel (Virgin Islands, U.S.)
Q13159	Military Personnel (Yemen)
Q13160	Military Personnel (Zambia)
Q13161	Military Personnel (Zimbabwe)
Q13162	Military Personnel - Special (Afghanistan)
Q13163	Military Personnel - Special (Algeria)
Q13164	Military Personnel - Special (Angola)
Q13165	Military Personnel - Special (Argentina)
Q13166	Military Personnel - Special (Armenia)
Q13167	Military Personnel - Special (Australia)
Q13168	Military Personnel - Special (Azerbaijan)
Q13169	Military Personnel - Special (Bahrain)
Q13170	Military Personnel - Special (Bangladesh)
Q13171	Military Personnel - Special (Belarus)
Q13172	Military Personnel - Special (Belgium)
Q13173	Military Personnel - Special (Benin)
Q13174	Military Personnel - Special (Bolivia)
Q13175	Military Personnel - Special (Brazil)
Q13176	Military Personnel - Special (Burkina Faso)
Q13177	Military Personnel - Special (Burundi)
Q13178	Military Personnel - Special (Cambodia)
Q13179	Military Personnel - Special (Cameroon)
Q13180	Military Personnel - Special (Canada)
Q13181	Military Personnel - Special (Central African Republic)
Q13182	Military Personnel - Special (Chad)
Q13183	Military Personnel - Special (Chile)
Q13184	Military Personnel - Special (China)
Q13185	Military Personnel - Special (Colombia)
Q13186	Military Personnel - Special (Congo)
Q13187	Military Personnel - Special (Cote d'Ivoire)
Q13188	Military Personnel - Special (Cuba)
Q13189	Military Personnel - Special (Czech Republic)
Q13190	Military Personnel - Special (Democratic Republic of Congo)
Q13191	Military Personnel - Special (Djibouti)
Q13192	Military Personnel - Special (Ecuador)
Q13193	Military Personnel - Special (Egypt)
Q13194	Military Personnel - Special (Estonia)
Q13195	Military Personnel - Special (Ethiopia)
Q13196	Military Personnel - Special (France)
Q13197	Military Personnel - Special (Gabon)
Q13198	Military Personnel - Special (Gambia)
Q13199	Military Personnel - Special (Georgia)
Q13200	Military Personnel - Special (Germany)
Q13201	Military Personnel - Special (Ghana)
Q13202	Military Personnel - Special (Greece)
Q13203	Military Personnel - Special (Guatemala)
Q13204	Military Personnel - Special (Guinea)
Q13205	Military Personnel - Special (Haiti)
Q13206	Military Personnel - Special (Honduras)
Q13207	Military Personnel - Special (Hong Kong)
Q13208	Military Personnel - Special (India)
Q13209	Military Personnel - Special (Indonesia)
Q13210	Military Personnel - Special (Iran)
Q13211	Military Personnel - Special (Iraq)
Q13212	Military Personnel - Special (Iraqi Kurdistan)
Q13213	Military Personnel - Special (Ireland)
Q13214	Military Personnel - Special (Israel)
Q13215	Military Personnel - Special (Italy)
Q13216	Military Personnel - Special (Jordan)
Q13217	Military Personnel - Special (Kazakhstan)
Q13218	Military Personnel - Special (Kenya)
Q13219	Military Personnel - Special (Kosovo)
Q13220	Military Personnel - Special (Kuwait)
Q13221	Military Personnel - Special (Kyrgyzstan)
Q13222	Military Personnel - Special (Latvia)
Q13223	Military Personnel - Special (Lebanon)
Q13224	Military Personnel - Special (Liberia)
Q13225	Military Personnel - Special (Libya)
Q13226	Military Personnel - Special (Lithuania)
Q13227	Military Personnel - Special (Madagascar)
Q13228	Military Personnel - Special (Mali)
Q13229	Military Personnel - Special (Mauritania)
Q13230	Military Personnel - Special (Mexico)
Q13231	Military Personnel - Special (Moldova)
Q13232	Military Personnel - Special (Morocco)
Q13233	Military Personnel - Special (Mozambique)
Q13234	Military Personnel - Special (Myanmar)
Q13235	Military Personnel - Special (Nepal)
Q13236	Military Personnel - Special (Netherlands)
Q13237	Military Personnel - Special (Nicaragua)
Q13238	Military Personnel - Special (Niger)
Q13239	Military Personnel - Special (Nigeria)
Q13240	Military Personnel - Special (Oman)
Q13241	Military Personnel - Special (Pakistan administered Kashmir)
Q13242	Military Personnel - Special (Pakistan)
Q13243	Military Personnel - Special (Palestinian Territory, Occupied)
Q13244	Military Personnel - Special (Papua New Guinea)
Q13245	Military Personnel - Special (Paraguay)
Q13246	Military Personnel - Special (Peru)
Q13247	Military Personnel - Special (Philippines)
Q13248	Military Personnel - Special (Poland)
Q13249	Military Personnel - Special (Portugal)
Q13250	Military Personnel - Special (Russia)
Q13251	Military Personnel - Special (Saudi Arabia)
Q13252	Military Personnel - Special (Senegal)
Q13253	Military Personnel - Special (Serbia)
Q13254	Military Personnel - Special (Singapore)
Q13255	Military Personnel - Special (Slovakia)
Q13256	Military Personnel - Special (Somalia)
Q13257	Military Personnel - Special (South Africa)
Q13258	Military Personnel - Special (South Sudan)
Q13259	Military Personnel - Special (Spain)
Q13260	Military Personnel - Special (Sri Lanka)
Q13261	Military Personnel - Special (Sudan)
Q13262	Military Personnel - Special (Swaziland)
Q13263	Military Personnel - Special (Sweden)
Q13264	Military Personnel - Special (Syria)
Q13265	Military Personnel - Special (Tajikistan)
Q13266	Military Personnel - Special (Thailand)
Q13267	Military Personnel - Special (Tunisia)
Q13268	Military Personnel - Special (Turkey)
Q13269	Military Personnel - Special (Turkmenistan)
Q13270	Military Personnel - Special (Uganda)
Q13271	Military Personnel - Special (Ukraine)
Q13272	Military Personnel - Special (United Kingdom)
Q13273	Military Personnel - Special (United States)
Q13274	Military Personnel - Special (Uzbekistan)
Q13275	Military Personnel - Special (Venezuela)
Q13276	Military Personnel - Special (Vietnam)
Q13277	Military Personnel - Special (Yemen)
Q13278	Military Personnel - Special (Zimbabwe)
Q13279	Military Police (Australia)
Q13280	Military Police (Brazil)
Q13281	Military Police (Burkina Faso)
Q13282	Military Police (Canada)
Q13283	Military Police (Chile)
Q13284	Military Police (Colombia)
Q13285	Military Police (Croatia)
Q13286	Military Police (Czech Republic)
Q13287	Military Police (Estonia)
Q13288	Military Police (India)
Q13289	Military Police (Israel)
Q13290	Military Police (Italy)
Q13291	Military Police (Kazakhstan)
Q13292	Military Police (Lithuania)
Q13293	Military Police (Myanmar)
Q13294	Military Police (Russia)
Q13295	Military Police (South Korea)
Q13296	Military Police (Spain)
Q13297	Military Police (Syria)
Q13298	Military Police (Turkey)
Q13299	Military Police (Uganda)
Q13300	Military Police (Venezuela)
Q13301	Military Ruler (Morocco)
Q13302	Military Ruler (Myanmar)
Q13303	Military Ruler (South Korea)
Q13304	Military Ruler (Switzerland)
Q13305	Military Transport Plane (Afghanistan)
Q13306	Military Transport Plane (Italy)
Q13307	Military Transport Plane (Philippines)
Q13308	Military Transport Plane (Russia)
Q13309	Military Transport Plane (United Arab Emirates)
Q13310	Military Transport Plane (United States)
Q13311	Military Wing (Hamas)
Q13312	Military Wing (Kurdistan Workers' Party)
Q13313	Militia (Afar)
Q13314	Militia (Afghanistan)
Q13315	Militia (Al-Shabaab)
Q13316	Militia (Allied Democratic Forces)
Q13317	Militia (Asa'ib Ahl al-Haq)
Q13318	Militia (Bahrain)
Q13319	Militia (Belarus)
Q13320	Militia (Brazil)
Q13321	Militia (Burkina Faso)
Q13322	Militia (Central African Republic)
Q13323	Militia (China)
Q13324	Militia (Congo)
Q13325	Militia (Cote d'Ivoire)
Q13326	Militia (Czech Republic)
Q13327	Militia (Democratic Party of Russia)
Q13328	Militia (Democratic Republic of Congo)
Q13329	Militia (Ethiopia)
Q13330	Militia (France)
Q13331	Militia (Haiti)
Q13332	Militia (Hezbollah)
